ga:year,ga:month,ga:region,ga:city,ga:users,ga:sessions
2016,05,Alberta,Edmonton,1,1
2016,05,Andalusia,Malaga,1,1
2016,05,Basel-Stadt,Basel,1,1
2016,05,British Columbia,Vancouver,1,1
2016,05,Brussels,Brussels,1,1
2016,05,Brussels,Uccle,1,1
2016,05,Budapest,Budapest,1,1
2016,05,California,Corona,1,1
2016,05,California,Roseville,1,1
2016,05,California,San Francisco,2,2
2016,05,Coahuila,Saltillo,1,1
2016,05,Cork City,Cork,1,1
2016,05,England,Birmingham,1,1
2016,05,England,Derby,1,1
2016,05,England,London,4,4
2016,05,Florida,Orlando,1,1
2016,05,Georgia,(not set),1,1
2016,05,Georgia,Atlanta,1,1
2016,05,Groningen,Groningen,1,1
2016,05,Illinois,Chicago,1,1
2016,05,Indiana,Fort Wayne,1,1
2016,05,Istanbul,Istanbul,1,1
2016,05,Kansas,Overland Park,1,1
2016,05,Maryland,Germantown,1,1
2016,05,Massachusetts,Chelsea,1,1
2016,05,Metro Manila,Valenzuela,1,1
2016,05,Minnesota,Minneapolis,1,1
2016,05,Missouri,Oakville,1,1
2016,05,Narino,Pasto,1,1
2016,05,New Jersey,Jersey City,1,1
2016,05,New South Wales,Sydney,4,4
2016,05,Ontario,Peterborough,1,1
2016,05,Ontario,Toronto,1,1
2016,05,Oregon,Portland,1,1
2016,05,Quebec,Quebec City,1,1
2016,05,Queensland,Toowoomba,1,1
2016,05,Riga,Riga,1,1
2016,05,Taichung City,(not set),1,1
2016,05,Telangana,Hyderabad,1,1
2016,05,Texas,Austin,1,1
2016,05,Texas,Houston,1,1
2016,05,Texas,San Antonio,1,1
2016,05,Uttar Pradesh,Noida,1,1
2016,05,Ankara,Ankara,1,1
2016,05,California,San Francisco,1,1
2016,05,Central Denmark Region,Aarhus,1,1
2016,05,Community of Madrid,Madrid,1,1
2016,05,England,Hull,2,2
2016,05,Hamburg,Hamburg,1,1
2016,05,Haryana,Gurgaon,1,1
2016,05,Indiana,Indianapolis,1,1
2016,05,Lazio,Rome,1,1
2016,05,Limassol,Limassol,1,1
2016,05,Lodz Voivodeship,Rawa Mazowiecka,1,1
2016,05,Maharashtra,Dombivli,1,1
2016,05,Massachusetts,Cambridge,1,1
2016,05,New York,New York,3,3
2016,05,Texas,Fort Worth,1,1
2016,05,Texas,The Woodlands,1,1
2016,05,Victoria,Melbourne,1,1
2016,05,Virginia,McLean,1,1
2016,05,Virginia,Reston,1,1
2016,06,(not set),Hong Kong,1,1
2016,06,Basel-Stadt,Basel,1,1
2016,06,Berlin,Berlin,1,1
2016,06,California,Monterey Park,1,1
2016,06,California,Thousand Oaks,1,1
2016,06,Indiana,Indianapolis,1,2
2016,06,(not set),(not set),1,1
2016,06,Abu Dhabi,Abu Dhabi,1,1
2016,06,Bangkok,Bangkok,1,1
2016,06,Beijing,Beijing,1,1
2016,06,Budapest,Budapest,1,1
2016,06,California,Alhambra,1,1
2016,06,California,Los Angeles,1,1
2016,06,California,San Diego,1,1
2016,06,California,San Francisco,1,1
2016,06,California,San Jose,1,1
2016,06,Center District,Rehovot,1,1
2016,06,Florida,Tallahassee,1,1
2016,06,Georgia,Decatur,1,1
2016,06,Gujarat,Ahmedabad,1,1
2016,06,Ile-de-France,Creteil,1,1
2016,06,Illinois,Chicago,1,1
2016,06,Indiana,Crawfordsville,1,1
2016,06,Karnataka,Bengaluru,1,1
2016,06,Koper,Koper,1,1
2016,06,Mexico City,Mexico City,1,1
2016,06,Missouri,Saint Peters,1,1
2016,06,New Jersey,Roseland,1,1
2016,06,New South Wales,Sydney,1,1
2016,06,Pennsylvania,Philadelphia,1,1
2016,06,Seoul,Seoul,1,1
2016,06,South Holland,Rotterdam,1,1
2016,06,Victoria,Melbourne,3,3
2016,06,(not set),(not set),30,30
2016,06,(not set),Hong Kong,2,2
2016,06,British Columbia,Victoria,1,1
2016,06,District of Columbia,Washington,2,2
2016,06,England,London,1,1
2016,06,England,Northampton,1,1
2016,06,Florida,Hollywood,1,1
2016,06,Gelderland,Groesbeek,1,1
2016,06,Georgia,Augusta,1,1
2016,06,Georgia,Riverdale,1,1
2016,06,Gyeonggi-do,Hwaseong-si,1,1
2016,06,Haryana,Gurgaon,1,1
2016,06,Lombardy,Milan,1,1
2016,06,Maharashtra,Mumbai,1,1
2016,06,Manitoba,Winnipeg,1,1
2016,06,Mexico City,Mexico City,1,1
2016,06,Moscow,Moscow,1,1
2016,06,North Carolina,Lumberton,1,1
2016,06,North Carolina,Morrisville,1,1
2016,06,Northern Ireland,Lurgan,1,1
2016,06,Ohio,Zanesville,1,1
2016,06,Quebec,Montreal,1,1
2016,06,Santiago Metropolitan Region,Santiago,2,2
2016,06,Seoul,Seoul,2,2
2016,06,Texas,Austin,1,1
2016,06,Texas,Houston,1,1
2016,06,Utah,Murray,1,1
2016,06,Victoria,Melbourne,1,1
2016,06,Washington,Seattle,1,1
2016,06,Wellington,Wellington,1,1
2016,06,(not set),Andorra la Vella,1,1
2016,06,(not set),Hong Kong,1,1
2016,06,Auckland,Pukekohe,1,1
2016,06,Basel-Landschaft,Binningen,1,1
2016,06,Bucharest,Bucharest,1,1
2016,06,California,Castro Valley,1,1
2016,06,California,Fremont,1,1
2016,06,California,Simi Valley,1,1
2016,06,Illinois,Chicago,2,2
2016,06,Maharashtra,Mumbai,1,1
2016,06,Metro Manila,Makati,1,1
2016,06,Michigan,Redford Charter Township,1,1
2016,06,New York,New York,1,1
2016,06,Rostov Oblast,Rostov-on-Don,1,1
2016,06,Saint Petersburg,Saint Petersburg,1,1
2016,06,Uppsala County,Uppsala,1,1
2016,06,Uttar Pradesh,Ghaziabad,1,1
2016,07,(not set),Nairobi,1,1
2016,07,California,Los Angeles,1,1
2016,07,California,San Jose,1,1
2016,07,Connecticut,Stamford,1,1
2016,07,England,Birmingham,1,1
2016,07,England,London,1,1
2016,07,Illinois,Chicago,1,1
2016,07,Masovian Voivodeship,Warsaw,1,1
2016,07,Ontario,Brampton,1,1
2016,07,Osaka Prefecture,Osaka,1,1
2016,07,Rhode Island,South Kingstown,1,1
2016,07,Sindh,Karachi,1,1
2016,07,Special Capital Region of Jakarta,Jakarta,1,1
2016,07,Texas,Southlake,1,1
2016,07,Vilnius County,Vilnius,1,1
2016,07,Washington,Seattle,1,1
2016,07,(not set),(not set),29,29
2016,07,(not set),Hong Kong,1,1
2016,07,California,Burbank,1,1
2016,07,California,San Jose,2,2
2016,07,Connecticut,New Haven,1,1
2016,07,Dubai,Dubai,2,2
2016,07,England,Canterbury,1,1
2016,07,England,London,3,3
2016,07,England,Manchester,1,1
2016,07,England,Plymouth,1,1
2016,07,Florida,Sunrise,1,1
2016,07,Illinois,Westmont,1,1
2016,07,Lesser Poland Voivodeship,Krakow,1,1
2016,07,Lisbon,Lisbon,1,1
2016,07,Lower Silesian Voivodeship,Wroclaw,1,1
2016,07,Maharashtra,Pimpri-Chinchwad,1,1
2016,07,New York,New York,1,1
2016,07,North Carolina,Raleigh,1,1
2016,07,Northern Ireland,Belfast,1,1
2016,07,Ohio,Fairfield,1,1
2016,07,Oregon,Portland,1,1
2016,07,Pennsylvania,Lehighton,1,1
2016,07,Quebec,Gatineau,1,1
2016,07,Quebec,Montreal,2,2
2016,07,Rhineland-Palatinate,Trier,1,1
2016,07,Riyadh Province,Riyadh,1,1
2016,07,Texas,Arlington,1,1
2016,07,Texas,Richardson,1,1
2016,07,Virginia,Richmond,1,1
2016,07,(not set),(not set),1,1
2016,07,(not set),Accra,1,2
2016,07,Alaska,Anchorage,1,1
2016,07,Auckland,Auckland,1,1
2016,07,Auvergne,Cournon-d'Auvergne,1,1
2016,07,California,Los Angeles,1,1
2016,07,California,San Jose,1,1
2016,07,California,Santa Rosa,1,1
2016,07,California,Torrance,1,1
2016,07,Delaware,Brookside,1,1
2016,07,Delhi,New Delhi,1,1
2016,07,England,London,5,5
2016,07,Federal Territory of Kuala Lumpur,Kuala Lumpur,1,1
2016,07,Illinois,Chicago,1,1
2016,07,Illinois,Elk Grove Village,1,1
2016,07,Istanbul,Istanbul,1,1
2016,07,Kyiv city,Kiev,1,1
2016,07,Maharashtra,Mumbai,1,1
2016,07,Maine,Bangor,1,1
2016,07,New South Wales,Sydney,1,1
2016,07,New York,New York,2,2
2016,07,Ontario,Markham,1,1
2016,07,Ontario,Toronto,3,3
2016,07,Pennsylvania,Philadelphia,1,1
2016,07,Rhineland-Palatinate,Speyer,1,1
2016,07,Saskatchewan,Regina,1,1
2016,07,Scotland,Arbroath,2,2
2016,07,Seoul,Seoul,1,1
2016,07,Taipei City,(not set),1,1
2016,07,Texas,Prosper,1,1
2016,07,Uttar Pradesh,Ghaziabad,2,2
2016,07,Uttar Pradesh,Kanpur,1,1
2016,07,Vilnius County,Vilnius,1,1
2016,07,Washington,Richland,1,1
2016,07,(not set),(not set),27,27
2016,07,California,San Jose,1,1
2016,07,England,London,1,1
2016,07,England,Rochdale,1,1
2016,07,Illinois,Chicago,1,1
2016,07,Maharashtra,Mumbai,1,1
2016,07,New Jersey,Raritan,1,1
2016,07,New York,New York,1,1
2016,07,North Rhine-Westphalia,Cologne,1,1
2016,07,Smoljan,Smolyan,1,1
2016,07,Valle del Cauca,Cali,1,1
2016,07,Victoria,Melbourne,1,1
2016,08,(not set),(not set),5,5
2016,08,Australian Capital Territory,Canberra,2,2
2016,08,California,Menlo Park,1,1
2016,08,California,Simi Valley,1,1
2016,08,Colorado,Denver,1,1
2016,08,Community of Madrid,Madrid,1,1
2016,08,England,London,2,2
2016,08,England,Reading,1,1
2016,08,Georgia,Atlanta,1,1
2016,08,Gyeonggi-do,Goyang-si,1,1
2016,08,Karnataka,Bengaluru,1,1
2016,08,Lombardy,Milan,1,1
2016,08,Nebraska,Lincoln,1,1
2016,08,New York,New York,1,1
2016,08,Oklahoma,Tulsa,1,1
2016,08,Ontario,Toronto,2,2
2016,08,State of Rio Grande do Sul,Porto Alegre,1,1
2016,08,Telangana,Hyderabad,1,1
2016,08,Tennessee,Memphis,1,1
2016,08,Texas,Dallas,1,1
2016,08,Virginia,Centreville,1,2
2016,08,Wales,Cardiff,1,1
2016,08,Washington,Spokane,1,1
2016,08,(not set),(not set),36,36
2016,08,(not set),Helsinki,1,1
2016,08,Budapest,Budapest,1,1
2016,08,California,San Jose,1,1
2016,08,Central Luzon,Malolos,1,1
2016,08,Colorado,Denver,1,1
2016,08,District of Columbia,Washington,1,1
2016,08,Dublin City,Dublin,1,1
2016,08,Florida,Dunedin,1,1
2016,08,Gelderland,Nijmegen,1,1
2016,08,Harghita County,Gheorgheni,1,1
2016,08,Maharashtra,Vasai,1,1
2016,08,Massachusetts,Boston,1,1
2016,08,New South Wales,Sydney,1,1
2016,08,New York,New York,3,6
2016,08,Ohio,Delhi,1,1
2016,08,Ontario,Mississauga,1,1
2016,08,Ontario,Toronto,2,2
2016,08,Oslo,Oslo,1,1
2016,08,Queensland,Brisbane,2,2
2016,08,Rogaland,Stavanger,1,1
2016,08,Scotland,Arbroath,1,1
2016,08,State of Parana,Curitiba,1,1
2016,08,Taoyuan County,Zhongli District,1,1
2016,08,Telangana,Hyderabad,1,1
2016,08,Texas,Dallas,1,1
2016,08,Texas,Galveston,1,1
2016,08,Texas,Grand Prairie,1,1
2016,08,Texas,Houston,1,1
2016,08,Virginia,Dale City,1,1
2016,08,Virginia,Idylwood,1,1
2016,08,Washington,Everett,1,1
2016,08,Washington,Seattle,1,1
2016,08,Wicklow,Arklow,1,1
2016,08,(not set),(not set),21,21
2016,08,(not set),Hong Kong,1,1
2016,08,(not set),Singapore,3,3
2016,08,(not set),Vantaa,1,1
2016,08,Apulia,Bari,1,1
2016,08,Attica,Kallithea,1,1
2016,08,Bolivar,Guayana City,1,1
2016,08,California,Fremont,1,1
2016,08,California,Mountain View,1,1
2016,08,California,San Bruno,1,1
2016,08,California,San Jose,1,1
2016,08,California,Santa Cruz,1,1
2016,08,Daegu,Daegu,1,1
2016,08,Delhi,New Delhi,1,1
2016,08,Dublin City,Dublin,1,1
2016,08,East Flanders,Aalst,1,1
2016,08,England,Crawley,1,1
2016,08,England,London,1,1
2016,08,England,Loughborough,1,1
2016,08,Guanajuato,Leon,1,1
2016,08,Gyeonggi-do,Ansan-si,1,1
2016,08,Illinois,Chicago,1,1
2016,08,Lesser Poland Voivodeship,Krakow,1,1
2016,08,Massachusetts,Boston,1,1
2016,08,Nevada,Carson City,1,1
2016,08,New Jersey,Asbury Park,1,1
2016,08,New York,New York,2,2
2016,08,North Carolina,Durham,1,1
2016,08,North Holland,Amsterdam,1,1
2016,08,Northern Ireland,Londonderry,1,1
2016,08,Prague,Prague,1,1
2016,08,Rhode Island,Providence,1,1
2016,08,Sicily,Palermo,1,1
2016,08,South Holland,The Hague,1,1
2016,08,State of Paraiba,Campina Grande,1,2
2016,08,State of Rio de Janeiro,Rio de Janeiro,1,1
2016,08,State of Sao Paulo,Piracicaba,1,1
2016,08,Tel Aviv District,Tel Aviv-Yafo,1,1
2016,08,(not set),(not set),1,1
2016,08,Karnataka,Bengaluru,1,1
2016,08,Maharashtra,Kalyan,1,2
2016,09,(not set),(not set),2,2
2016,09,(not set),Dakar,2,2
2016,09,Alabama,Warrior,1,1
2016,09,British Columbia,Surrey,1,1
2016,09,Budapest,Budapest,1,1
2016,09,California,Los Angeles,1,1
2016,09,California,Oxnard,1,1
2016,09,Capital Region of Denmark,Taastrup,1,1
2016,09,Colorado,Colorado Springs,1,1
2016,09,England,London,1,1
2016,09,England,Stoke-on-Trent,1,1
2016,09,Florida,Greater Carrollwood,1,1
2016,09,Florida,Saint Pete Beach,1,1
2016,09,Florida,Tallahassee,1,1
2016,09,Gauteng,Sandton,1,1
2016,09,Hesse,Frankfurt,1,1
2016,09,Karnataka,Bengaluru,3,4
2016,09,Kentucky,Cold Spring,1,1
2016,09,Massachusetts,Newton,1,1
2016,09,New York,New York,1,1
2016,09,North Carolina,Forest City,1,1
2016,09,Pennsylvania,Bethlehem,1,1
2016,09,Prague,Prague,1,1
2016,09,Seoul,Seoul,1,1
2016,09,State of Santa Catarina,Palhoca,1,1
2016,09,Texas,Dallas,1,1
2016,09,Tokyo,Shinjuku,1,1
2016,09,Valle del Cauca,Cali,1,1
2016,09,Virginia,Oakton,1,1
2016,09,Washington,Kennewick,1,1
2016,09,Zakarpats'ka oblast,Mukacheve,1,1
2016,09,Alberta,Edmonton,1,1
2016,09,Arizona,Sacaton,1,1
2016,09,Australian Capital Territory,Canberra,1,1
2016,09,Baden-Wurttemberg,Mannheim,1,1
2016,09,California,Los Angeles,1,1
2016,09,Community of Madrid,Madrid,1,1
2016,09,England,Beeston,1,1
2016,09,England,Saint Albans,1,1
2016,09,England,Stoke-on-Trent,1,1
2016,09,Florida,Union Park,1,1
2016,09,Georgia,Vinings,1,1
2016,09,Ile-de-France,Paris,1,1
2016,09,Illinois,Chicago,1,1
2016,09,New South Wales,Sydney,1,1
2016,09,New York,New York,1,1
2016,09,Odisha,Cuttack,1,1
2016,09,Ohio,Cleveland,1,1
2016,09,Ontario,London,1,1
2016,09,Ontario,Mississauga,1,1
2016,09,Ontario,Ottawa,1,1
2016,09,Ontario,Saugeen Shores,1,1
2016,09,Ontario,Toronto,2,2
2016,09,Riyadh Province,Riyadh,1,1
2016,09,South Carolina,Pawleys Island,1,1
2016,09,South Holland,The Hague,1,1
2016,09,Taoyuan County,Zhongli District,1,1
2016,09,Tennessee,Memphis,1,1
2016,09,Texas,McKinney,1,1
2016,09,Washington,Seattle,1,1
2016,09,(not set),Belgrade,1,1
2016,09,Andhra Pradesh,Rajahmundry,1,1
2016,09,Arizona,Tucson,1,1
2016,09,Asturias,Gijon,1,1
2016,09,British Columbia,Vancouver,1,1
2016,09,Brussels,Etterbeek,1,1
2016,09,California,Glendora,1,1
2016,09,California,San Francisco,2,2
2016,09,Dublin City,Dublin,1,1
2016,09,England,London,2,2
2016,09,England,Manchester,1,1
2016,09,Groningen,Groningen,1,1
2016,09,Haifa District,Haifa,1,1
2016,09,Illinois,Chicago,1,1
2016,09,Indiana,Terre Haute,1,1
2016,09,Karnataka,Bengaluru,2,3
2016,09,Kerala,Kochi,1,1
2016,09,Maryland,Annapolis,1,1
2016,09,Missouri,Creve Coeur,1,1
2016,09,New Jersey,Summit,1,1
2016,09,North Carolina,High Point,1,1
2016,09,Ontario,Kitchener,1,1
2016,09,Ontario,Waterloo,1,1
2016,09,Queensland,Brisbane,1,1
2016,09,Saxony,Weisswasser,1,1
2016,09,Telangana,Hyderabad,1,1
2016,09,Texas,Plano,1,1
2016,09,Victoria,Melbourne,1,1
2016,09,Virginia,Virginia Beach,1,1
2016,10,California,San Jose,1,1
2016,10,(not set),Guatemala City,1,1
2016,10,Alberta,Leduc,1,1
2016,10,British Columbia,Burnaby,1,1
2016,10,Bucharest,Bucharest,1,1
2016,10,California,Monterey Park,1,1
2016,10,Daejeon,Daejeon,1,1
2016,10,Delhi,New Delhi,1,1
2016,10,District of Columbia,Washington,1,1
2016,10,England,Bristol,1,1
2016,10,England,Guildford,1,1
2016,10,England,London,2,2
2016,10,England,Slough,1,1
2016,10,Federal District,Brasilia,1,1
2016,10,Haryana,Gurgaon,1,1
2016,10,Indiana,Indianapolis,1,1
2016,10,Karnataka,Bengaluru,1,1
2016,10,Louisiana,Baton Rouge,1,1
2016,10,New Jersey,East Brunswick,1,1
2016,10,New Jersey,Jersey City,1,1
2016,10,New Jersey,Summit,1,1
2016,10,New South Wales,Sydney,1,1
2016,10,North Carolina,High Point,1,1
2016,10,Ohio,Cincinnati,1,1
2016,10,Ontario,Toronto,3,3
2016,10,State of Amazonas,Manaus,1,1
2016,10,State of Rio de Janeiro,Rio de Janeiro,1,1
2016,10,State of Sao Paulo,Sao Paulo,1,1
2016,10,Texas,Grand Prairie,1,1
2016,10,Texas,Houston,1,1
2016,10,Vienna,Vienna,1,1
2016,10,Washington,Seattle,1,1
2016,10,(not set),(not set),16,16
2016,10,(not set),Singapore,1,1
2016,10,Alberta,Calgary,1,1
2016,10,Andalusia,La Puebla de Cazalla,1,1
2016,10,Antofagasta Region,Antofagasta,1,1
2016,10,Auckland,Auckland,1,1
2016,10,California,San Diego,1,1
2016,10,England,Bristol,1,1
2016,10,England,Colchester,1,1
2016,10,England,London,3,3
2016,10,Georgia,Alpharetta,1,1
2016,10,Gyeonggi-do,Bucheon-si,1,1
2016,10,Ho Chi Minh,Ho Chi Minh City,2,2
2016,10,Illinois,Chicago,1,1
2016,10,Indiana,West Lafayette,1,1
2016,10,Karnataka,Bengaluru,1,1
2016,10,Maharashtra,Mumbai,1,1
2016,10,New Jersey,Jersey City,1,1
2016,10,New Jersey,Newark,1,1
2016,10,New York,Getzville,1,1
2016,10,New York,New York,1,1
2016,10,North Carolina,Cary,1,1
2016,10,Oregon,Hillsboro,1,1
2016,10,Pennsylvania,State College,1,1
2016,10,Seoul,Seoul,1,1
2016,10,South Australia,Adelaide,1,1
2016,10,Taichung City,(not set),1,1
2016,10,Telangana,Hyderabad,1,1
2016,10,Texas,Austin,1,1
2016,10,Texas,Houston,1,1
2016,10,Victoria,Melbourne,1,1
2016,10,Virginia,Arlington,1,1
2016,10,Washington,Bellevue,1,1
2016,10,Wellington,Wellington,1,1
2016,10,(not set),(not set),11,11
2016,10,(not set),Ulaanbaatar,1,1
2016,10,California,Santa Barbara,1,1
2016,10,Capital Region of Denmark,Copenhagen,1,1
2016,10,England,London,1,1
2016,10,Florida,Coral Gables,1,1
2016,10,Florida,Fontainebleau,1,1
2016,10,Gauteng,Pretoria,1,1
2016,10,Illinois,Chicago,1,1
2016,10,Istanbul,Istanbul,1,1
2016,10,Lombardy,Milan,1,1
2016,10,Mexico City,Mexico City,1,1
2016,10,Moscow,Moscow,1,1
2016,10,New York,Annandale-on-Hudson,1,1
2016,10,New York,Fairport,1,1
2016,10,New York,New York,1,1
2016,10,Ontario,London,1,1
2016,10,Ontario,Toronto,1,1
2016,10,Pomeranian Voivodeship,Gdansk,1,1
2016,10,State of Rio de Janeiro,Rio das Ostras,1,1
2016,10,Texas,Houston,1,1
2016,10,Tokyo,Minato,1,1
2016,10,Wales,Bridgend,1,1
2016,11,Bangkok,Bangkok,1,1
2016,11,Connecticut,Mansfield,1,1
2016,11,Daegu,Daegu,1,1
2016,11,England,London,1,1
2016,11,Illinois,Buffalo Grove,1,1
2016,11,Karnataka,Bengaluru,1,1
2016,11,Punjab,Lahore,1,1
2016,11,Queensland,Brisbane,1,1
2016,11,Taipei City,(not set),1,1
2016,11,(not set),(not set),69,69
2016,11,Australian Capital Territory,Canberra,1,1
2016,11,Bavaria,Munich,9,9
2016,11,California,Walnut Creek,1,1
2016,11,City of Zagreb,Zagreb,1,1
2016,11,England,Birmingham,1,1
2016,11,England,Leeds,1,1
2016,11,England,London,1,1
2016,11,England,Oxford,1,1
2016,11,Illinois,Darien,1,1
2016,11,Karnataka,Bengaluru,1,1
2016,11,Liguria,Ventimiglia,8,8
2016,11,Louisiana,Baton Rouge,1,1
2016,11,Minnesota,Minneapolis,1,1
2016,11,New South Wales,Sydney,1,1
2016,11,New York,Annandale-on-Hudson,1,1
2016,11,New York,New York,1,1
2016,11,Ontario,Markham,1,1
2016,11,Ontario,Toronto,2,2
2016,11,Oregon,Portland,1,3
2016,11,Rhineland-Palatinate,Mainz,1,1
2016,11,Riyadh Province,Riyadh,1,1
2016,11,Saint Petersburg,Saint Petersburg,1,1
2016,11,South Carolina,Clemson,1,1
2016,11,State of Maranhao,Sao Luis,1,1
2016,11,State of Rio de Janeiro,Rio de Janeiro,1,1
2016,11,Tamil Nadu,Chennai,1,1
2016,11,Tartu County,Tartu,1,1
2016,11,Tatarstan,Naberezhnye Chelny,1,1
2016,11,Texas,Fort Worth,1,1
2016,11,Akershus,Ski,1,1
2016,11,Almaty Province,Almaty,1,1
2016,11,Bangkok,Bangkok,1,1
2016,11,California,Santa Clara,1,1
2016,11,Delhi,(not set),1,1
2016,11,England,London,2,2
2016,11,Florida,Coral Gables,1,1
2016,11,Haryana,Gurgaon,1,1
2016,11,Ile-de-France,Paris,1,1
2016,11,Kaluga Oblast,Kaluga,1,1
2016,11,Karnataka,Bengaluru,1,1
2016,11,Lower Saxony,Wallenhorst,10,10
2016,11,Luhans'ka oblast,Luhansk,1,1
2016,11,Moscow,Moscow,1,5
2016,11,New Jersey,Mahwah,1,1
2016,11,North Carolina,Carrboro,1,1
2016,11,North Rhine-Westphalia,Dortmund,8,8
2016,11,Ontario,Ottawa,1,1
2016,11,Ontario,Toronto,1,1
2016,11,Pennsylvania,Philadelphia,1,1
2016,11,Primorsky Krai,Ussuriysk,1,1
2016,11,Rogaland,Haugesund,1,1
2016,11,Saint Petersburg,Saint Petersburg,2,39
2016,11,Samara Oblast,Samara,1,15
2016,11,Seoul,Seoul,1,1
2016,11,South Carolina,Fort Mill,1,1
2016,11,State of Pernambuco,Recife,1,1
2016,11,Stockholm County,Botkyrka,1,1
2016,11,Sverdlovsk Oblast,Yekaterinburg,1,1
2016,11,Tamil Nadu,Chennai,1,1
2016,11,Vienna,Vienna,25,25
2016,11,Vilnius County,Vilnius,1,1
2016,11,Virginia,Williamsburg,1,1
2016,11,Western Australia,Perth,1,1
2016,11,(not set),Heredia,1,1
2016,11,Colorado,Denver,1,1
2016,11,Connecticut,Bristol,1,1
2016,11,England,London,2,2
2016,11,England,Norwich,1,1
2016,11,Kaluga Oblast,Kaluga,1,1
2016,11,Karnataka,Bengaluru,1,1
2016,11,Khabarovsk Krai,Khabarovsk,1,1
2016,11,Luhans'ka oblast,Luhansk,1,1
2016,11,Moscow,Moscow,2,3
2016,11,North Carolina,Fayetteville,2,2
2016,11,Ohio,Fairfield,1,1
2016,11,Ohio,Orrville,1,1
2016,11,Oryol Oblast,Oryol,1,1
2016,11,Queensland,Brisbane,1,1
2016,11,Saint Petersburg,Saint Petersburg,4,29
2016,11,Tamil Nadu,Chennai,1,1
2016,11,Victoria,Melbourne,1,1
2016,11,Western Cape,Cape Town,1,1
2016,11,Wisconsin,Brookfield,1,1
2016,12,Beijing,Beijing,1,1
2016,12,Catalonia,Barcelona,1,1
2016,12,England,London,1,1
2016,12,Ile-de-France,Champs-sur-Marne,1,1
2016,12,Illinois,Chicago,1,1
2016,12,Maharashtra,Mumbai,1,1
2016,12,Moscow,Moscow,3,6
2016,12,New South Wales,Sydney,1,1
2016,12,New York,New York,1,1
2016,12,Republic of Bashkortostan,Salavat,1,1
2016,12,Saint Petersburg,Saint Petersburg,2,19
2016,12,Sofia City Province,Sofia,1,1
2016,12,State of Rio Grande do Norte,Natal,1,1
2016,12,Telangana,Hyderabad,1,1
2016,12,Virginia,Virginia Beach,1,1
2016,12,(not set),(not set),1,1
2016,12,(not set),Helsinki,1,1
2016,12,(not set),Kula,1,1
2016,12,California,Rancho Palos Verdes,1,1
2016,12,Capital Region of Denmark,Copenhagen,1,1
2016,12,Capital Region of Denmark,Lyngby,1,2
2016,12,City of Zagreb,Zagreb,1,1
2016,12,Connecticut,Stamford,1,1
2016,12,England,London,1,1
2016,12,Federal District,Brasilia,1,1
2016,12,Georgia,Atlanta,1,1
2016,12,Georgia,Duluth,1,1
2016,12,Ile-de-France,Boulogne-Billancourt,1,1
2016,12,Karnataka,Bengaluru,2,2
2016,12,Kyiv city,Kiev,1,1
2016,12,Madhya Pradesh,Indore,1,1
2016,12,Maryland,Baltimore,1,1
2016,12,Maryland,Bethesda,1,1
2016,12,Moscow,Moscow,1,2
2016,12,New Jersey,Jersey City,1,1
2016,12,New York,New York,1,1
2016,12,Perm Krai,(not set),1,1
2016,12,Port Louis District,Port Louis,1,1
2016,12,Quebec,Montreal,1,1
2016,12,Saint Petersburg,Saint Petersburg,1,1
2016,12,Samara Oblast,Samara,1,1
2016,12,State of Minas Gerais,Belo Horizonte,1,1
2016,12,Victoria,Melbourne,2,2
2016,12,Vienna,Vienna,1,1
2016,12,Washington,Bellevue,1,1
2016,12,Washington,Richland,1,1
2016,12,(not set),(not set),8,8
2016,12,Alabama,Warrior,1,1
2016,12,Buskerud,Ovre Eiker,1,1
2016,12,California,Irvine,1,1
2016,12,California,Palo Alto,1,1
2016,12,California,San Francisco,1,1
2016,12,California,Santa Monica,1,1
2016,12,England,Taunton,1,1
2016,12,England,Totton,1,1
2016,12,Karnataka,Bengaluru,2,2
2016,12,Krasnodar Krai,Krasnodar,1,1
2016,12,Maharashtra,Pune,1,1
2016,12,Maharashtra,Thane,1,1
2016,12,Moscow,Moscow,2,2
2016,12,New South Wales,Sydney,1,1
2016,12,New York,New York,1,1
2016,12,Nizhny Novgorod Oblast,Nizhny Novgorod,1,1
2016,12,Ohio,Twinsburg,1,1
2016,12,Podlaskie Voivodeship,Bialystok,1,1
2016,12,Samara Oblast,Samara,1,1
2016,12,Seoul,Seoul,1,1
2016,12,State of Mexico,Cuautitlan Izcalli,1,1
2016,12,State of Sao Paulo,Sao Paulo,3,3
2016,12,Telangana,Hyderabad,1,1
2016,12,Uttar Pradesh,Noida,1,1
2016,12,Washington,Bellingham,1,1
2016,12,Zurich,Schlieren,1,1
2016,12,(not set),(not set),7,7
2016,12,England,London,1,1
2016,12,Georgia,Peachtree City,1,1
2016,12,Presov Region,Presov,1,1
2016,12,Telangana,Hyderabad,1,1
2017,01,Berlin,Berlin,1,1
2017,01,Capital Region of Denmark,Copenhagen,1,1
2017,01,England,Blackburn,1,1
2017,01,England,London,2,2
2017,01,Istanbul,Istanbul,1,1
2017,01,Karnataka,Bengaluru,1,1
2017,01,New York,New York,1,1
2017,01,Ontario,Ottawa,1,1
2017,01,Ontario,Toronto,1,1
2017,01,Pennsylvania,Philadelphia,1,1
2017,01,Pest County,Erd,1,2
2017,01,Taoyuan County,Zhongli District,1,1
